Player Name,Player Team,Total xG,Total Post Shot xG,Player Total Impact on Post Shot xG
Joe Leesley,Worksop,0.5825806,0.307479,-0.2751016
George Murray-Jones,Chester,0.0,0.0,0.0
Tom Carr,Chorley,9.458490999999999,8.6175851,-0.8409058999999992
Matthew Urwin,Chorley,0.0,0.0,0.0
Tom Walker,Chorley,0.8501000000000001,0.5486,-0.3015000000000001
Jordan Hulme,Radcliffe,7.57216,7.5424000000000015,-0.029759999999998676
Michael Kelly,Chester,0.32576479999999997,0.53885,0.21308520000000009
Tyler Hill,Spennymoor,0.036642999999999995,0.0,-0.036642999999999995
Tom Davies,Chester,1.42306,2.3617,0.9386399999999999
Jonah Lowes,Darlington,2.310447,1.1495,-1.160947
Tom Tweedy,Darlington,2.634403,1.15341,-1.4809929999999998
Jack Sampson,Chorley,5.3682609999999995,7.082057,1.7137960000000003
George Horbury,Chorley,0.13325399999999998,0.2221,0.08884600000000001
Mark Ellis,Chorley,5.35436,5.7231000000000005,0.36874000000000073
Jake Hull,Scarborough,2.2146199999999996,2.7837899999999998,0.5691700000000002
Richie Bennett,Scarborough,3.771879,3.10936,-0.6625190000000001
Alex Wiles,Scarborough,0.7250059999999999,0.8553,0.13029400000000002
Adam Henley,Chorley,1.11815,0.2173,-0.9008499999999999
Joe Nolan,Chorley,0.8354029999999999,0.92356,0.08815700000000015
Ammar  Christopher Deaco,Telford,1.026493,1.32879936,0.30230636
Billy Whitehouse,Chorley,0.132008,0.0,-0.132008
Jamie Meddows,Telford,4.3444424,4.6852,0.3407575999999999
Jordan Piggott,Telford,1.430519,1.726064,0.29554499999999995
Harvey Smith,Chorley,2.67173,2.98262,0.31088999999999967
Ethan McLeod,Macclesfield,0.44282999999999995,0.9414,0.49857000000000007
Sean Etaluku,Macclesfield,0.651613,0.176852,-0.474761
Rollin Menayese,Macclesfield,1.38195,0.1562,-1.2257500000000001
Luke Summerfield,Chorley,0.100523,0.02558,-0.07494300000000001
Darnell Johnson,Oxford,1.24847,1.7796,0.5311300000000001
Latrell Humphrey-Ewers,Oxford,0.143695,0.0,-0.143695
Lucas Weaver,Chorley,0.46729,0.5756,0.10831000000000002
Max Wilson,Chorley,3.5190196000000005,3.75134,0.23232039999999943
Anjola Popoola,Chorley,4.271414,4.214799999999999,-0.05661400000000061
Sam Fielding,Marine,2.5386058,2.11619,-0.4224158
Adam Thomas,Marine,0.89779,1.82206,0.92427
Odin Samuels-Smith,Marine,0.069674,0.5102,0.440526
