Player Name,Player Team,Average xG,Average Post Shot xG,Player Ave Impact on Post Shot xG
Theo Chapman,Scarborough,8.98E-05,9.17E-05,1.84E-06
Harry Olufowobi,Curzon Ashton,1.05E-07,0,-1.05E-07
Ben Atkinson,Curzon Ashton,1.16E-05,0,-1.16E-05
Rio Alston,Southport,3.16E-05,6.13E-06,-2.55E-05
Wright  Simms,Southport,6.18E-05,0,-6.18E-05
Peter Crook,Peterborough,0,0,0
Jim Simms,Southport,2.36E-05,0,-2.36E-05
Edy Maieco,Southport,2.26E-05,0,-2.26E-05
Josh Miles,Southport,1.45E-05,0,-1.45E-05
David Carson,South Shields,1.65E-06,0,-1.65E-06
Cain Sykes,South Shields,3.11E-05,2.30E-05,-8.08E-06
Theo Richardson,Hereford,0,0,0
Gary Madine,Spennymoor,6.36E-06,4.04E-06,-2.31E-06
Alfie Doherty,Spennymoor,6.47E-05,3.72E-05,-2.76E-05
Mohamed Katia Kouyate,Spennymoor,9.51E-06,2.57E-05,1.62E-05
Luke Williams,Spennymoor,3.35E-05,7.09E-05,3.74E-05
Kian Foreman,Spennymoor,2.30E-05,3.32E-05,1.02E-05
Emmanuel Ilesanmi,Telford,6.42E-06,3.48E-05,2.84E-05
Williams Jr Matthew Theo,Peterborough,1.81E-05,2.19E-05,3.80E-06
Connell Rawlinson,Chester,1.69E-05,2.07E-05,3.80E-06
Mathaeus Roberts,Bedford,5.34E-07,0,-5.34E-07
Kai Williams,Worksop,3.11E-05,6.15E-05,3.03E-05
Sam Wedgbury,Worksop,3.85E-06,2.17E-06,-1.68E-06
Mo Fadera,Worksop,1.20E-05,0,-1.20E-05
Jay Rollins,Worksop,1.28E-05,6.90E-05,5.62E-05
